imdb_link,title,release_year,critic_score,audience_score,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,rotten_link,count_award,user_rate,imdb_rating,plot_des,runtime,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating
https://www.imdb.com/title/tt1742650/,I DONT KNOW HOW SHE DOES IT,2011,17,32,"Sep 16, 2011",,"Apr 1, 2017",['comedy'],"['Busy Philipps', 'Stuart Dryburgh', 'Kelsey Grammer', 'Harvey Weinstein', 'Scott Ferguson', 'Sarah Jessica Parker', 'Pierce Brosnan', 'Camilla Toniolo', 'Seth Meyers', 'Sarah Shahi', 'Douglas McGrath', 'Jane Curtin', 'Olivia Munn', 'Kevin Trent', 'Bob Weinstein', 'Christina Hendricks', 'Greg Kinnear', 'Aline Brosh McKenna', 'Donna Gigliotti']",['Douglas McGrath'],https://www.rottentomatoes.com/m/i_dont_know_how_she_does_it,0,4.9,,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",89,"$24,000,000","$4,402,201","$31,410,151",The Weinstein Company,PG-13
https://www.imdb.com/title/tt1996310/,LORE,2012,94,76,"Feb 8, 2013",,"Aug 10, 2016","['drama', 'war']","['Philip Wiegratz', 'Liz Watts', 'Veronika Jenet', 'Saskia Rosendahl', 'Adam Arkapaw', 'Katrin Pollitt', 'Ursina Lardi', 'Paul Welsh', 'Cate Shortland', 'Max Richter', 'Sven Pippig', 'Robin Mukherjee', 'Nele Trebs', 'Claudia Geisler', 'Karsten Stoter', 'Benny Drechsel', 'Mika Seidel', 'Hans-Jochen Wagner', 'Hendrik Arnst']",['Cate Shortland'],https://www.rottentomatoes.com/m/lore,0,7.1,,"As the Allies sweep across Germany, Lore leads her siblings on a journey that exposes them to the truth of their parents' beliefs. An encounter with a mysterious refugee forces Lore to rely on a person she has always been taught to hate.",109,"€4,300,000","$31,498","$2,362,019",Rohfilm,Not Rated
https://www.imdb.com/title/tt4560436/,MILE,2018,23,44,"Aug 17, 2018",,"Oct 30, 2018","['action', 'mysteryandthriller']","['Mark Wahlberg', 'Sam Medina', 'John Malkovich', 'Stuart M. Besser', 'Donald Tang', 'Jonathan Gray', 'Lee Chae-rin', 'Keith Arthur Bolden', 'Ronda Rousey', 'John Logan Pierson', 'Peter Berg', 'Carlo Alban', 'Natasha Goubskaya', 'Stephen Levinson', 'Lea Carpenter', 'Iko Uwais', 'Graham Roland', 'Lauren Cohan']",['Peter Berg'],https://www.rottentomatoes.com/m/mile_22,0,6.1,,"A small team of elite American intelligence officers, part of a top-secret tactical command unit, try to smuggle a mysterious police officer with sensitive information out of Indonesia.",94,"$50,000,000","$13,710,825","$66,308,758",STX Entertainment,R
https://www.imdb.com/title/tt7945450/,NOTTURNO,2020,81,43,,,"Feb 1, 2021",['documentary'],"['Serge Lalou', 'Orwa Nyrabia', 'Eva-maria Weerts', 'Camille Laemlé', 'Donatella Palermo', 'Gianfranco Rosi', 'Diana El Jeiroudi']",['Gianfranco Rosi'],https://www.rottentomatoes.com/m/notturno_2021,0,6,,Gianfranco Rosi's new documentary is an immersive portrait of those trying to survive in the war-torn Middle East.,100,,,"$119,354",21 Unofilm,TV-MA
https://www.imdb.com/title/tt6595896/,POKMON THE MOVIE I CHOOSE YOU,2017,33,62,,,"Dec 10, 2017","['anime', 'fantasy', 'adventure']","['Kunihiko Yuyama', 'Rica Matsumoto', 'Ikue Otani', 'Unshō Ishizuka', 'Shôko Nakagawa', 'Shoji Yonemura', ""Shin'ichirô Miki"", 'Shinji Miyazaki', 'Kenta Miyake', 'Atsushi Chiku', 'Inuko Inuyama', 'Hidenaga Katakami', 'Aya Aoshima', 'Satoshi Shimohira', 'Susumu Matsuyama', 'Mika Kanai', 'Megumi Hayashibara']",['Kunihiko Yuyama'],https://www.rottentomatoes.com/m/pokemon_the_movie_i_choose_you,0,6.3,,Ash Ketchum from Pallet Town is 10 years old today. This means he is now old enough to become a Pokémon Trainer. Ash dreams big about the adventures he will experience after receiving his first Pokémon from Professor Oak.,98,,,"$37,552,144",Oriental Light and Magic (OLM),PG
https://www.imdb.com/title/tt5119116/,PYEWACKET,2017,83,54,"Mar 23, 2018",,"Mar 24, 2018","['mysteryandthriller', 'horror']","['Bianca Melchior', 'Laurie Holden', 'Joe Sisto', 'Casey Walker', 'Eric Osborne', 'Chloe Rose', 'Jeff Sackman', 'Victoria Sanchez Mandryk', 'Christian Bielz', 'Adam MacDonald', 'Jonathan Bronfman', 'James McGowan', 'Lee Malia', 'Nicole Muñoz', 'Maureen Grant']",['Adam MacDonald'],https://www.rottentomatoes.com/m/pyewacket,0,5.8,,"A frustrated, angst-ridden teenage girl awakens something in the woods when she naively performs an occult ritual to evoke a witch to kill her mother.",90,,,"$166,610",JoBro Productions & Film Finance,Not Rated
https://www.imdb.com/title/tt3567194/,RED DOG TRUE BLUE,2016,100,68,,,"Feb 6, 2018","['comedy', 'drama']","['Thomas Cocquerel', 'Justine Clarke', 'John Jarratt', 'Steve Le Marquand', 'Di Bain', 'Graham Burke', 'Jason Isaacs', 'Daniel Taplitz', 'Kriv Stenders', 'Hanna Mangan Lawrence', 'Bryan Brown', 'Levi Miller']",['Kriv Stenders'],https://www.rottentomatoes.com/m/red_dog_true_blue,0,6.4,,"An iconic Australian story of family, friendship and adventure, between a young boy and a scrappy one-of-a-kind dog that would grow up to become an Australian legend.",88,,,"$6,625,303",Good Dog Enterprises,Not Rated
https://www.imdb.com/title/tt0411951/,TEKKEN,2010,0,31,,,"Aug 17, 2017","['action', 'scifi', 'drama', 'adventure']","['Dwight H. Little', 'John Hunter', 'Kelly Overton', 'Scott Karol', 'Cary-Hiroyuki Tagawa', 'Darrin Dewitt Henson', 'Mircea Monroe', 'Candice Hillebrand', 'Masaya Nakamura', 'Brian J. Reynolds', 'Jon Foo', 'Tetsu Fujimura', 'David Checel', 'Gary Daniels', 'Daniel Diamond', 'Tamlyn Tomita', 'Luke Goss', 'Marian Zapico', 'Carsten H.W. Lorenz', 'Alan B. McElroy']",['Dwight H. Little'],https://www.rottentomatoes.com/m/tekken,0,4.8,,Jin Kazama witnesses the death of his mother Jun by Tekken in the slums known as Anvil. After finding a Tekken ID he decides to seek out vengeance for his mother's death.,92,"$30,000,000",,"$1,697,207",CST Productions,R
https://www.imdb.com/title/tt5788136/,THE INSTITUTE,2017,0,14,"Mar 3, 2017",,"Apr 4, 2017",['mysteryandthriller'],"['James Franco', 'Pamela Anderson', 'Melissa Bolona', 'Eric Roberts', 'Brian Esquivel', 'Joe Pease', 'Topher Grace', 'Pamela Romanowsky', 'Luke Daniels', 'Jay Davis', 'Lati Grobman', 'Allie Gallerani', 'Lori Singer', 'Josh Duhamel', 'Matt Rager', 'Adam Rager', 'Tim Blake Nelson', 'Christa Campbell']","['Pamela Romanowsky', 'James Franco']",https://www.rottentomatoes.com/m/the_institute_2017,0,4.2,,"Subjected to bizarre, increasingly violent pseudo-scientific experiments in personality modification, brainwashing and mind control, Isabel must escape the clutches of the Rosewood Institute and exact her revenge, or else be forever lost.",98,"$3,000,000",,"$31,634",Jeff Rice Films,R
https://www.imdb.com/title/tt0069049/,THE OTHER SIDE OF THE WIND,2018,84,58,"Nov 2, 2018",,"Nov 3, 2018","['comedy', 'drama']","['Jon Anderson', 'Dennis Hopper', ""Edmond O'Brien"", 'Andrés Vicente Gómez', 'Oja Kodar', 'Peter Bogdanovich', 'Susan Strasberg', 'John Huston', 'Olga Kagan', 'Dominique Antoine', 'Orson Welles', 'Lilli Palmer', 'Filip Jan Rymsza', 'Robert Random', 'Frank Marshall']",['Orson Welles'],https://www.rottentomatoes.com/m/the_other_side_of_the_wind,0,6.8,,A Hollywood director emerges from semi-exile with plans to complete work on an innovative motion picture.,122,,,,Royal Road Entertainment,R
https://www.imdb.com/title/tt3686998/,THE RED PILL,2016,29,92,,,"Mar 7, 2017",['documentary'],"['Nena Jaye', 'Paul Elam', 'Cassie Jaye', 'Douglas Edward', 'Warren Farrell', 'Evan Davies', 'Anna Laclergue', 'Mark Potok']",['Cassie Jaye'],https://www.rottentomatoes.com/m/the_red_pill_2016,0,8.2,,"""The Red Pill chronicles filmmaker Cassie Jaye's journey following the mysterious and polarizing Men's Rights Movement. The Red Pill explores today's gender war and asks the question """"what is the future of gender equality?""""""",108,,,,Jaye Bird Productions,TV-14
https://www.imdb.com/title/tt4411584/,THE SECRET DARE TO DREAM,2020,28,73,,,"Jul 31, 2020","['drama', 'romance']","[""Jerry O'Connell"", 'Matthew George', 'Elissa Friedman', 'Sarah Hoffmeister', 'Katie Holmes', 'Katrina Begin', 'Rick Parks', 'Rhonda Byrne', 'Josh Lucas', 'Joe Gelchion', 'Andrew Dunn', 'Christopher H. Warner', 'Andy Tennant', 'Robert Katz', 'Aidan Pierce Brennan', 'Celia Weston', 'Robert W. Cort', 'Chloe Lee']",['Andy Tennant'],https://www.rottentomatoes.com/m/the_secret_dare_to_dream,0,6.4,,"A feature film adaptation of the self-help book, 'The Secret', which focuses on the power of positive thinking.",107,"$21,000,000",,"$3,184,114",TRI G,PG
https://www.imdb.com/title/tt1605630/,AMERICAN REUNION,2012,45,63,"Apr 6, 2012",,"Aug 14, 2015",['comedy'],"['Mena Suvari', 'Alyson Hannigan', 'Warren Zide', 'Hayden Schlossberg', 'Eddie Kaye Thomas', 'Jon Hurwitz', 'Craig Perry', 'Louis G. Friedman', 'Chris Moore', 'Seann William Scott', 'Jennifer Coolidge', 'Adam Herz', 'Tara Reid', 'Eugene Levy', 'Paul Weitz', 'Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein']","['Jon Hurwitz', 'Hayden Schlossberg']",https://www.rottentomatoes.com/m/american_reunion_2012,0,6.7,,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",113,"$50,000,000","$21,514,080","$234,989,584",Universal Pictures,R
https://www.imdb.com/title/tt10195452/,AMERICAN SKIN,2019,37,95,,,"Jan 15, 2021",['drama'],"['Wolfgang Bodison', 'Tony Espinosa', 'Tarak Ben Ammar', 'Beau Knapp', 'Vaagn Sarkissian', 'Bagrat Sargsyan', 'Shane Paul McGhie', 'Michael Novogratz', 'Theo Rossi', 'Nate Parker', 'Zak Tanjeloff', 'Kay Madsen', 'Allius Barnes', 'Hunter Bodine', 'Omari Hardwick', 'Milauna Jackson', 'Mark Burg', 'Lukas Behnken']",['Nate Parker'],https://www.rottentomatoes.com/m/american_skin,0,6.5,,"A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands.",89,,"$46,410","$282,332",Tiny Giant Entertainment,R
https://www.imdb.com/title/tt1833844/,BERBERIAN SOUND STUDIO,2012,85,53,"Jun 4, 2013",,"Mar 29, 2017",['horror'],"['Toby Jones', 'Hugo Heppell', 'Layla Amir', 'Shaheen Baig', 'Katherine Butler', 'Hans Geissendoerfer', 'Mary Burke', 'Eugenia Caruso', 'Chris Dickens', 'Cosimo Fusco', ""Chiara D'Anna"", 'Keith Griffiths', 'Peter Strickland', 'Susanna Cappellaro', 'Hilda Péter', 'Robin Gutch', 'Tonia Sotiropoulou']",['Peter Strickland'],https://www.rottentomatoes.com/m/berberian_sound_studio_2012,0,6.2,,A sound engineer's work for an Italian horror studio becomes a terrifying case of life imitating art.,92,,"$6,605","$312,757",Illuminations Films,Not Rated
https://www.imdb.com/title/tt2390361/,ENOUGH SAID,2013,95,75,"Sep 18, 2013",,"Mar 28, 2016",['romance'],"['James Gandolfini', 'Marcelo Zarvos', 'Eve Hewson', 'Nicole Holofcener', 'Stefanie Azpiazu', 'Michaela Watkins', 'Toni Collette', 'Tavi Gevinson', 'Leah Katznelson', 'Catherine Keener', 'Chrisann Verges', 'Julia Louis-Dreyfus', 'Phillip Brock', 'Keith Cunningham', 'Ben Falcone', 'Tracey Fairaway', 'Robert Frazen', 'Xavier Grobet', 'Anthony Bregman']",['Nicole Holofcener'],https://www.rottentomatoes.com/m/enough_said_2013,0,7,,A divorced woman who decides to pursue the man she's interested in learns he's her new friend's ex-husband.,93,"$8,000,000","$232,800","$25,288,872",Fox Searchlight Pictures,PG-13
https://www.imdb.com/title/tt3201640/,EXTINCTION,2018,32,47,,,"Jul 27, 2018","['scifi', 'mysteryandthriller']","['Erin Westerman', 'Spenser Cohen', 'Michael Peña', 'David Hoberman', 'Lilly Aspell', 'Emma Booth', 'Israel Broussard', 'Kelli Konop', 'Todd Lieberman', 'Lizzy Caplan', 'Ben Young', 'Andrew Pfeffer', 'Mike Colter', 'Lex Shrapnel', 'Nathan Kahane', 'Tom Riley', 'Alexander Young', 'Brad Caleb Kane']",['Ben Young'],https://www.rottentomatoes.com/m/extinction_2018,0,5.8,,"A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.",95,,,"$1,451,864",Good Universe,TV-MA
https://www.imdb.com/title/tt3395184/,SPRING,2014,85,71,"Mar 20, 2015",,"Nov 22, 2016",['mysteryandthriller'],"['Aaron Moorhead', 'David Clarke Lawson Jr.', 'Luca Legnani', 'Nick Nevern', 'Justin Benson', 'Nadia Hilker', 'Shane Brady', 'Holly Hawkins', 'Jeremy Gardner', 'Nate Bolotin', 'Lou Taylor Pucci', 'Vinny Curran', 'Augie Duke', 'Todd Brown', 'Jonathan Silvestri', 'Vanessa Bednar', 'Nick Spicer']","['Justin Benson', 'Aaron Moorhead']",https://www.rottentomatoes.com/m/spring_2015,0,6.7,,"A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",109,,"$19,675","$49,970",Rustic Films,Not Rated
https://www.imdb.com/title/tt10369866/,TEN MINUTES TO MIDNIGHT,2020,85,46,"Sep 17, 2020",,"Jan 19, 2021","['mysteryandthriller', 'horror']","['Carson Bloomquist', 'Alice Kremelberg', 'Cory Asinofsky', 'Nicholas Tucci', 'Nicole Kang', 'Gyom Amphoux', 'Martin Sola', 'Caroline Williams', 'Missy DiPiero', 'William Youmans', 'Adam Weppler', 'Erik Bloomquist', 'Thomson Nguyen']",['Erik Bloomquist'],https://www.rottentomatoes.com/m/ten_minutes_to_midnight,0,4.5,,"Bitten by a rabid bat, a late-night radio host terrorizes her co-workers as she slowly transforms into a vampire.",73,,,,Mainframe Pictures,Not Rated
https://www.imdb.com/title/tt6222118/,THE DOORMAN,2020,26,26,,,"Oct 8, 2020","['action', 'mysteryandthriller']","['Hideaki Ito', 'Joe Swanson', 'Phin Glynn', 'Shayne Putzlocher', 'Harry Winer', 'Jean Reno', 'Aksel Hennie', 'Lior Chefetz', 'Jason Moring', 'Rupert Evans', 'Louis Mandylor', 'David Sakurai', 'Jonathan Bross', 'Michael Philip', 'Ryûhei Kitamura', 'Julian Feder', 'Ruby Rose', 'Sara Shaak']",['Ryûhei Kitamura'],https://www.rottentomatoes.com/m/the_doorman_2020,0,4.5,,"A woman returns from combat and befriends a family in NYC. A gang of thieves plot to take the family's valuables, and she is all that stands between them and their lives.",97,,,"$259,883",Double Dutch International,R
https://www.imdb.com/title/tt1859650/,TO ROME WITH LOVE,2012,46,40,"Jul 6, 2012",,"Feb 25, 2014",['romance'],"['Letty Aronson', 'Antonio Albanese', 'Ellen Page', 'Alisa Lepselter', 'Woody Allen', 'Anne Seibel', 'Faruk Alatan', 'Stephen Tenenbaum', 'Fabio Armiliato', 'Judy Davis', 'Jesse Eisenberg', 'Alec Baldwin', 'Greta Gerwig', 'Darius Khondji', 'Roberto Benigni', 'Alessandra Mastronardi', 'Giampaolo Letta', 'Sonia Grande']",['Woody Allen'],https://www.rottentomatoes.com/m/to_rome_with_love,2,6.3,,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",112,"€17,000,000","$361,359","$73,244,881",Medusa Film,R
https://www.imdb.com/title/tt1836987/,TRISHNA,2011,63,52,"Jul 13, 2012",,"Mar 30, 2016","['drama', 'romance']","['Riz Ahmed', 'Anurag Kashyap', 'Mags Arnold', 'Shail Shah', 'Compton Ross', 'Phil Hunt', 'Neet Mohan', 'Roshan Seth', 'Kalki Koechlin', 'Marcel Zyskind', 'Aakash Dahiya', 'Melissa Parmenter', 'Andrew Eaton', 'Michael Winterbottom', 'Harish Khanna', 'Freida Pinto']",['Michael Winterbottom'],https://www.rottentomatoes.com/m/trishna_2011,0,6,,The story of the tragic relationship between the son of a property developer and the daughter of an auto rickshaw owner.,117,,"$29,140","$967,672",Head Gear Films,R
https://www.imdb.com/title/tt1396226/,TWICE BORN,2012,17,68,,,"Feb 2, 2016",['drama'],"['Penélope Cruz', 'Isabelle Adriani', 'Luna Mijovic', 'Sanja Vejnovic', 'Álvaro Augustín', 'Jane Birkin', 'Branko Djuric', 'Sergio Castellitto', 'Emile Hirsch', 'Margaret Mazzantini', 'Gianfilippo Corticelli', 'Fernando Bovaira', 'Mira Furlan', 'Piero Amati', 'Eduardo Cruz', 'Ghislain Barrois', 'Saadet Aksoy']",['Sergio Castellitto'],https://www.rottentomatoes.com/m/twice_born,0,7.4,,"A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.",127,"€13,000,000","$14,947","$9,075,131",Medusa Film,R
https://www.imdb.com/title/tt1181614/,WUTHERING HEIGHTS,2011,68,47,"Oct 5, 2012",,"Aug 10, 2016","['drama', 'romance']","['Douglas Rae', 'Oliver Milburn', 'Andrea Arnold', 'James Northcote', 'Hugo Heppell', 'Adam Kulick', 'Olivia Hetreed', 'Nicolas Chaudeurge', 'Paul Hilton', 'Robbie Ryan', 'Tessa Ross', 'Gail Stevens', 'Amy Wren', 'Kevin Loader', 'Kaya Scodelario', 'James Howson', 'Steve Evets', 'Nichola Burley']",['Andrea Arnold'],https://www.rottentomatoes.com/m/wuthering_heights_2011,0,6,,"A poor boy of unknown origins is rescued from poverty and taken in by the Earnshaw family where he develops an intense relationship with his young foster sister, Cathy.",129,"£5,000,000","$8,956","$1,742,215",Film4,Not Rated
https://www.imdb.com/title/tt2977090/,ALEX OF VENICE,2014,74,43,"Apr 17, 2015",,"Oct 13, 2015",['drama'],"['Skylar Gaertner', 'Jamie Patricof', 'Amy P. McGrath', 'Don Johnson', 'Timm Sharp', 'Matthew Del Negro', 'Lynette Howell Taylor', 'Louise Runge', 'Doug Emmett', 'Reg E. Cathey', 'David Wingo', 'Justin Shilton', 'Mary Elizabeth Winstead', 'Jennifer Jason Leigh', 'Jessica Goldberg', 'Katie Nehra', 'Derek Luke', 'Chris Messina']",['Chris Messina'],https://www.rottentomatoes.com/m/alex_of_venice,0,5.8,,A workaholic attorney is forced to reinvent her life after her husband suddenly leaves.,86,,,,Electric City Entertainment,R
https://www.imdb.com/title/tt1507002/,BOTTOM OF THE TH,2019,69,68,"Jul 19, 2019",,"Jul 19, 2019",['drama'],"['Joe Manganiello', 'Sofía Vergara', 'Lynn Hendee', 'Raymond De Felitta', 'Michael Rispoli', 'Jeanette Zhou', ""Denis O'Hare"", 'Robert Bruzio', 'Burt Young', 'Vincent Pastore', 'William Chartoff', 'Robert Whitehouse', 'Nick Manganiello', 'James Madio', 'Jeremy Sim', 'Eric Fischer', 'Kevin William Paul']",['Raymond De Felitta'],https://www.rottentomatoes.com/m/bottom_of_the_9th_2019,0,5.6,,"After serving 17 years in prison for a violent mistake he made in his youth, a once-aspiring baseball player returns to his Bronx neighborhood.",111,,,"$2,049",Off the Chart Entertainment,R
https://www.imdb.com/title/tt7349950/,IT CHAPTER TWO,2019,62,78,"Sep 6, 2019",,"Sep 7, 2019","['mysteryandthriller', 'horror']","['Jay Ryan', 'Andy Muschietti', 'Seth Grahame-Smith', 'James McAvoy', 'Dave Neustadter', 'Richard Brener', 'Jaeden Martell', 'Barbara Muschietti', 'Roy Lee', 'Bill Hader', 'James Ransone', 'Bill Skarsgård', 'Marty Ewing', 'Dan Lin', 'Wyatt Oleff', 'Andy Bean', 'Isaiah Mustafa', 'Jessica Chastain', 'Gary Dauberman']",['Andy Muschietti'],https://www.rottentomatoes.com/m/it_chapter_two,0,6.5,,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",169,"$79,000,000","$91,062,152","$473,093,228",KatzSmith Productions,R
https://www.imdb.com/title/tt3850590/,KRAMPUS,2015,67,51,,,,[],"['David Koechner', 'Adam Scott', 'Toni Collette', 'Michael Dougherty', 'Alison Tolman']",['Michael Dougherty'],https://www.rottentomatoes.com/m/krampus,0,6.2,,A boy who has a bad Christmas accidentally summons a festive demon to his family home.,98,"$15,000,000","$16,293,325","$61,548,707",Legendary Entertainment,PG-13
https://www.imdb.com/title/tt1623745/,LITTLE BIRDS,2011,59,42,"Aug 29, 2012",,"May 22, 2017",['drama'],"['David Warshofsky', 'Neal McDonough', 'Kyle Gallner', 'Carlos Pena', 'Reed Morano', 'Leslie Mann', 'Max Burger', 'Alan Polsky', 'Chris Coy', 'Gabe Polsky', 'JR Bourne', 'Kevin Iwashina', 'Kate Bosworth', 'Kay Panabaker', 'Juno Temple', 'Elgin James', 'Jamie Patricof', 'Monique Burger', 'Stefan Nowicki']",['Elgin James'],https://www.rottentomatoes.com/m/little_birds,0,6.1,,Lily and Alison face a life-changing event after they leave their Salton Sea home and follow the boys they meet back to Los Angeles.,94,,"$4,574","$17,739",Polsky Films,R
https://www.imdb.com/title/tt2268016/,MAGIC MIKE XXL,2015,65,55,"Jul 1, 2015",,"Jun 28, 2016","['comedy', 'drama']","['Gabriel Iglesias', 'Kevin Nash', 'Amber Heard', 'Steven Soderbergh', 'Reid Carolin', 'Michael Strahan', 'Mary Ann Bernard', 'Peter Andrews', 'Matt Bomer', 'Gregory Jacobs', 'Donald Glover', 'Stephen ""tWitch"" Boss', 'Nick Wechsler', 'Joe Manganiello', 'Channing Tatum', 'Adam Rodriguez', 'Howard Cummings']",['Gregory Jacobs'],https://www.rottentomatoes.com/m/magic_mike_xxl,0,5.6,,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",115,"$14,800,000","$12,857,184","$117,813,057",Warner Bros.,R
https://www.imdb.com/title/tt4936176/,MASCOTS,2016,48,36,,,"May 23, 2017",['comedy'],"['Wayne Wilderson', 'Andrew Dickler', 'Kerry Godliman', 'Jeffery C. J. Vanston', 'Michael Hitchcock', 'Karen Murphy', 'Jim Piddock', 'David Rubin', 'Parker Posey', 'Jane Lynch', 'Zach Woods', 'Tom Bennett', 'Kris Kachikis', 'Suanne Spoke', ""Chris O'Dowd"", 'Sarah Baker', 'Christopher Guest', 'Ben Ormand']",['Christopher Guest'],https://www.rottentomatoes.com/m/mascots,0,5.8,,A look into the world of competitive mascots.,89,"$20,000,000",,,,TV-MA
https://www.imdb.com/title/tt2364841/,RUNNER RUNNER,2013,7,33,"Oct 4, 2013",,"Nov 25, 2015","['crime', 'drama', 'mysteryandthriller']","['Bob Gunton', 'Brad Furman', 'Anthony Mackie', 'Brian Koppelman', 'Michael Esper', 'Ben Schwartz', 'Leonardo DiCaprio', 'Oliver Cooper', 'Arnon Milchan', 'Gemma Arterton', 'Justin Timberlake', 'David Levien', 'Ben Affleck', 'John Heard', 'Stacey Sher', 'Jennifer Davisson Killoran', 'Michael Shamberg', 'Yul Vazquez']",['Brad Furman'],https://www.rottentomatoes.com/m/runner_runner,0,5.6,,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",88,"$30,000,000","$7,706,712","$62,675,095",New Regency Productions,R
https://www.imdb.com/title/tt2205697/,STUCK IN LOVE,2012,58,68,"Jul 5, 2013",,"May 22, 2017","['comedy', 'drama']","['Patrick W. Dugan', 'Dale Armin Johnson', 'Michael Ilitch Jr.', 'Liana Liberato', 'Judy Cairo', 'Patrick Schwarzenegger', 'Robb Sullivan', 'Michael Goodwin', 'Logan Lerman', 'Mike Mogis', 'Kristen Bell', 'Jennifer Connelly', 'Eric Brenner', 'Nat Wolff', 'Lily Collins', 'Tim Orr', 'Stephen King', 'Greg Kinnear', 'Josh Boone']",['Josh Boone'],https://www.rottentomatoes.com/m/stuck_in_love,0,7.2,,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",97,,"$34,967","$977,671",Informant Media,R
https://www.imdb.com/title/tt6793280/,THE DEVILS DOORWAY,2018,70,44,"Jul 13, 2018",,"Jul 13, 2018",['horror'],"['Brian Philip Davis', 'Dearbhail Carr', 'Ryan Kernaghan', 'Martin Brennan', 'Carleen Melaugh', 'Aislinn Clarke', 'Lalor Roddy', 'Mark Huffam', 'Michael B. Jackson', 'Katy Jackson', 'Helena Bereen', 'Lauren Coe', 'Ciaran Flynn']",['Aislinn Clarke'],https://www.rottentomatoes.com/m/the_devils_doorway,0,5.3,,"In the fall of 1960, Father Thomas Riley and Father John Thornton were sent by the Vatican to investigate a miraculous event in an Irish home for 'fallen women', only to uncover something much more horrific.",76,,,"$516,660",23ten,Unrated
https://www.imdb.com/title/tt2403029/,THE STARVING GAMES,2013,0,21,"Nov 8, 2013",,"Sep 1, 2016",['comedy'],"['Eric Buarque', 'Kolie Wegner', 'Cody Christian', 'Theodus Crane', 'Joseph Aviel', 'Kenny Yates', 'Brant Daugherty', 'Patty Long', 'Lauren Bowles', 'Trenton Rostedt', 'Peter Safran', 'Nick Gomez', 'Hal Olofsson', 'Tim Wynn', 'Maiara Walsh', 'Aaron Seltzer', 'Jason Friedberg', 'Alexandria Deberry']","['Jason Friedberg', 'Aaron Seltzer']",https://www.rottentomatoes.com/m/the_starving_games,0,3.2,,"In this Hunger Games spoof, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, where she could also win an old ham, a coupon for a foot-long sub, and a partially eaten pickle.",83,"$4,500,000",,"$3,906,308",The Safran Company,PG-13
https://www.imdb.com/title/tt5215952/,THE WAILING,2016,99,82,"May 20, 2016",,"Sep 6, 2016","['horror', 'mysteryandthriller']","['Robert Friedland', 'Hwang Jung-min', 'John Penotti', 'Kim Seon-min', 'Hong Kyung-pyo', 'Chun Woo-hee', 'Kwak Do-won', 'Jang So-yeon', 'Na Hong-jin', 'Chae Gyeong-hwa', 'Kunimura Jun', 'Heo Jin']",['Na Hong-jin'],https://www.rottentomatoes.com/m/the_wailing,0,7.5,,"Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.",156,"$6,420,000","$77,892","$49,851,770",20th Century Fox,TV-MA
https://www.imdb.com/title/tt2669336/,TIME LAPSE,2014,78,64,"May 15, 2015",,"Dec 5, 2016","['scifi', 'mysteryandthriller']","['John Rhys-Davies', 'Jason Spisak', 'David Figlioli', 'Bradley King', 'Danielle Panabaker', 'Judith Drake', 'Sharon Maughan', 'Sarah Craig', 'Jonathan Wenstrup', 'Amin Joseph', 'Rick Montgomery', 'Andrew Kaiser', 'Traci Hays', ""Matt O'Leary"", 'Tom Cross', 'George Finn', 'B.P. Cooper']",['Bradley King'],https://www.rottentomatoes.com/m/time_lapse_2015,0,6.5,,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.",104,,,"$19,572",Royal Pictures,Not Rated
